text_manual_replaced,label
semua periksa obat obat makan minum instan yang tidak sehat bahan yang kadaluarsa dulu waktu kecil pernah sakit bulan karena tipes gara gara makan jajan enggak sehat biasa dagang nya jorok wadah enggak bersih banyak lalat bahan yang lewat tanggal produksi aku sekarang alergi obat karena mengomsumsi lebih bukan obat syrup obat tablet kapsul yang biasa aku komsumsi edit aku biasa konsumsi obat banyak minum air putih air kelapa kencing terus lalu alergi nya hilang aku alergi obat anti nyeri gara selalu kambuh sakit gigi ponstan asam mefenamat ibuprofen saja,-1
obat di sebut rata rata kenal,0
termos es tahun tani masyarakat indonesia baru sekarang tes kandung larut paracetamol nya lebih batas bpom mengapai saja lama apa benar kerja bpom telah heboh kasus gagal ginjal akut baru tes kandung obat,1
kok iya petinggi sehat mode pikir seperti semoga rakyat indonesia baik saja,1
begini jadi kalau perintah kerja tri yang bukan ahli parah tri indonesia kebijakanya kacau,-1
lagi bpom colong,0
terima kasih pak dari hampir semua obt dikomsusi se indonesia stlah mgkuti infrmasi bpak jadi lega selama dar isu gagal gnjal akut misterius aku jadi stres panik karena anak ku hidup bergntung dengan obtan aplgi nama obt sanmol paractamol amxilin zink obt btuk yang lai semua dkmsumsi hampir setiap sakit aplg sanmol hari pasti mnum mdhn semua brta cepat berllu dapat slusi yang baik doa mdhn idi pmrintah cepat slsaikan mslah banget juga buat pak dari richat mdhn bapak sht selalu biar mmbantu kami ibu indonesia yang sudah panik jgkir balik mikir anak yang sudah mnum dftr obt trsbutt,-1
jangan dokter saja yang awam hampir keluarga pernah kenal minum obat bahkan yang kotak obat di rumah fix bingung panik kalau enggak menonton video sehat selalu anak indonesia,1
jawab satu bpom dusta bisnis haram efek fucksin,-1
terimakasih dok informasi nya jadi lega dengar nya,1
sangat buat bunda khawatir dokter bagaimana indonesia harus tindak cepat atas masalah,-1
kalau jadi atas pecat bpomnya,-1
pak dokter kasus nya sama kayak skincare abal abal,-1
apa obat syrup indonesia,0
perintah kemenkes gila dari aku bayi aku punya anak sekarang usia tahun qita pakai tempra sesuai atur tera baik baik saja kamfretttttttttttttttttttt kamu bpom otak kalian dimana asal jemplak saja menulis obat harga mahal dari jus angur,-1
jual obat ini,0
bpom wajib teliti semua obat edar masyarakat hal tidak jadi,0
bagai tambah dari lee eg adalah larut jadi kalau amoxycillin sirup larut air apotek jadi bagaimana terang eg antibiotik larut air putih,0
langkah yang baik buat sehat ginjal dan cegah gagal ginjal lagi mana apa dokter,0
terlambat,-1
menyimak karena punya anak byi,0
cak aku gih naound bejaan gerus daun sagatungteng sia mah ngeyel sih bahkan bere sirop,-1
anak tinggal waktu wawancara kalau aku perhati kayak anak panas naik duluan baru kasih paracetamol dok apa periksa dulu minum warna warni konsumsi anak infonesia kan man buat lagi warna,0
chanel sangat manfaat langsung subscribe mah,1
maaf dok pakai propylene glycol bukan ethylene glycol,0
langsung ibu gercep menonton terima kasih dok,1
perintah begini sangat resah masyarakat sangat buat gaduhhh,-1
kalau ibu anak muda cewek pastih tahu dokter richad lee,-1
jenis obat mana bpom,0
tuju dok punya baby bawah umur tahun kemrn bawa dsa terus beri puyer pun minumkanx kayak mengajak perang sudah mana mana lah sirup saja repotx tengah mati harus puyer terus entah bagaimana,-1
kemenkes lagi project apa ini project kurang nyawa anak bangsa iya negara makin enggak jelas kacau,-1
ganti herbal alami saja dok memang kalo kimia obat harus imbang minum air putih yang cukup kurang minum akan kena ginjal,-1
lah kok aneh bpom bagaimana ini bukan kan izin kok begini,-1
aku tahu dokter kosmetik kalau ghibah sama tetangga,-1
masarakat jadi korban siapa yang tanggung jawab,-1
turut aku efek aneka macam minum jaman sekarang lagi jamur cobo perhati toko toko pinggir jalan banyak macam minum iya entah lulus bpom anak lihat minum tarik main beli minum,0
yang jadi pertnyaan ke mnaa orang bpom bukan tugas iya awas verifikasi kalo jadi terus kerja apa ada bpom awas di verifikasi untuk cegah yang di masa colong haduhhh,-1
arti kalau dewasa tidak apa-apa,0
dari richard lee sama chef vindy lee sodaraan sih,1
rezim balas dendam sama pabrik obat modus banget bilang merk itu masuk daftar ujung uang masuk kantong sendiri memasuki obat luar,-1
corona saja udha hilang sendiri,-1
yang bikin kaget antasida doen dong dok sudah habis botol lama tahun di resepin dokter sapa pada aku rata obat nya aku tahu pernah konsumsi bahkan resep dari dokter sppd buat anak juga resep dari dokter siapa ngeriiiiiii,-1
alih isu sidang ferdi sampo,0
perintah bagaimana minum yang pakai man buat warna henti bpom nya lebih teliti,0
dok yang paling baik bisa kasih solusi semua orang yang alami masalah semoga tambah sukses maju terus dok aku suka banget,1
thank lu atas jelas dok review produk cantik kali dong dok sekarang makin banyak produk viral ditiktok bpom penasaran sama sabun sama skincarenya,1
turut obat sirup enggak bahaya sekarang larang apa,-1
panik juga iya obat sirup turun panas tempra kan common banget semua anak rata kalau panas minum iya semoga obat sirup yang bredar indonesia aman,1
kalau sirup vitamin yang buat anak bagaimana mohon informasi nya,0
tapi kalau minum kaleng saja tapi kadang orang tua kalau umur balita biasa orang tua larang minum,1
arti komix enggak iya,0
apa anak minum sirup dulu baru kena gagal ginjal kalo tudak sakit dia minum sirup apa benar aku yang bikin anak gagal ginjal,-1
rusak bpxm ini,-1
lihat dokter sayang guwehh biar enggak panik dulu aku tiap beli skincare atau apa kira kira bahaya lihat cenel dokter richard dulu baru beli jadi tahu kandung nya bahaya tidak,1
masa tolak angin juga kan aneh dari dulu pakai,1
biasa perintah dimana yang viral baru heboohh,0
dari richard lee hebat,1
ganti corona ramenya wkwkw,1
alih berita sih rambo sepi nya dagang sih udin,-1
berwrti lama obat paracetamol aman dong apa jangan jangan gagal ginjal memang yang sengaja diracunin biar boikot,-1
kalau dari pribadi seperti nya infeksi virus bakteri misc takut virus covid tidur tubuh sintas waktu waktu bangu,-1
yang bikin panik iya pihk menkes pmerinth sendiri anjir,-1
bikin teliti sendiri jangan acu negara media biasa bodoh orang kemenkes bpom dan litbangkes hilang ini,-1
bpom sendiri bicara obat sirup enggak semua lalu tes kamu manusia dok omong bisa salah,0
mirip gas airmata mati guna atas huru hara seluruh dunia akhir salah gas airmata karena banyak yang mati kanjuruhan padahal karena injak injak,-1
indonesia korban gagal ginjal akut dok bagaimana itu dok mana asal gagal ginjal akut di indonesia,0
perintah makin plonga plongo enggak redam heboh,1
nah gini kan mantap konten mahal edukasi sehat sesuai jalur dokter richard kalau bisa tetap konten edukasi jangan konten sampah mengobrol sama artis enggak manfaat nya buat masyarakat,1
tolak angin masuk enggak sih,-1
ess teross sih bunda bunda,1
indomaret sudah turun pajang,0
ibu vaksin enggak hamil vaksin tahun berapa,0
anak ku batuk enggak sembuh dok sudah bulan selalu aku minum obat batuk terus kalo sudah kayak begini bagaimana alternatif dok,1
dok mucos drop aman enggak,0
bintang puyer dulu serbuk sekarang kristal jadi sakit enggak,0
lama kerja bpom Cuma pakai sragam,-1
apa cuma aku yang bodo sama perintah aplgi kemenkes covid ujung nya bisnis vaksin kemren hepatitis ujung bian yang dimana anak aku yang baru bulan kemren campak bulng depan campak lagi dengan alesan lihat status imunisasi sebelumnya sampai anak aku akhir kena campak benaran kampreeet terus sekarang obat lama beli obat china begitu najiiis deh sama negeri,-1
aku enggak yakin kalau anak jadi gagal ginjal sebab kan minum dengan obat sebut kalau aku kira mungkin jadi ari vaksin,0
perang dunia sedang main semua orang bakal mati penting mana mati,0
enggak dokter saja yang jadi kepala bpom menteri sehat dokter benar bisa edukasi tenang karena beri informasi diam saja tapi setop semua produk sirup ada konferensi pers,1
dokter jual abat kuat hehehe,0
tetap kawal kasus sambo teman-teman,0
dok meminta dok review h h skincare,0
penjara kepala bpom,0
gagal paham memang banyak obt yang di larang apa bagi derita sakit berat seperti epilepsi takutny malah makin banyak yang enggak tolong nauzubillah allah jangan smape amit karena bingung sekaligus takut di kasih obat takut enggak di kasih obat lebih takut lagih kan semoga masalah cepat trpecahkan pnybab nya apa cepat selesai kan amin allah,-1
halo indonesia yang sakit cukup polri saja dinkes sama bpom jangan dong polri saja menunggu cepat sehat,-1
tuhan aku ken nikah sama bule biar pindah negara,-1
sucralfate aman enggak dok soal ada asam lambung takut tiba kambuh jadi takut mau beli,-1
nanti di muncul vaksin untuk cegah yang viral,0
mengeluarkan obat bpom menkes yang larang minum obat sirup juga menkes memang sirup enggak cek dulu apa terbit tahu di legal bpom membangongkan,-1
ujung jual obat atas gagal ginjal akut anak habis vaksin sekarang obat,-1
tugas mengijinkan hukum berat berat ratus nyawa anak anak layang produsen obat sebut bayar ganti rugi,1
allah obat anak masuk semua,0
dulu kalau mau pusing tinggal minum komix,0
obat mukos bagus bos ku,1
kan wakanda dok pakenya vibranium biar kuat sekali wkwkw aneh saja kan wakanda gagal ginjal bukan karena minggu tapi tumpuk beban di ginjal jangan anak banyak minum boba lalu bapil eh pas minum obat lalu bisa gagal ginjal nah baru masuk akal logika dokter ricard benar enggak minum obat mati minum obat ada change nya mungkin silah di pikir sendiri wakanda musim musim obat herbal a minum b minum,1
kemarin anak sakit susah kasih obat makan anggur kalo tidak dia tidak mau saking pahit obat gerus terus aku kompres malam alhamdulillah panas langsung reda,1
bpom enggak fungsunya sering colong kalau sudah keluh baru gerak,0
review serum safron,0
obat yang biasa konsumsi anak kalau pas panas batuk pilek,0
panadol sirup enggak,0
kasus luar negeri cepat sekali tanggap saing bisnis,-1
sukses terus dok,1
bang tampak menit,0
inti sirup kalp tablet aman,1
langkah perintah bppom tepat rem dulu teliti pikir jernih intervensi untung rugi semoga semua sehat dan obat bukti empirik abal abal wajib enyah muka jagat raya,0
sehat terus dari,1
love banget banget sama dokter banyak lah dokter jujur,1
mungkin sirup uji coba hewan dulu bukti,0
resah kemenkes bpom,0
trimaksih dok adukasinya sangat bantu pra emak aku yang minim tahu,1
itu indonesia indonesia tanah air para ahli bingung wong wong ndeso,-1
bila sakit minum rendam batu ponari efek samping,0
nama nya negara bisnis,0
ah andaikata pihak kemenkes jelas yang laku dari richard tahu kemenkes kita bagaimana cara kerja waktu covid covidan,0
macam uji lulus enggak obat semua pada menunggu apa masuk list lolos aman saja,-1
yang tahu karena juga lulus smk farmasi semua obat ada zat apabila orang sebut lebih konsumsi obat akan gagal ginjal bahakn sakit nya,-1
kak coba review skincare wbs cosmetics yang viral ntb,0
dok iya royal jeli buat apa saja dok,0
dok bagaimana kalau anak konidin sirup kalau puyer enggak mau,0
anak sakit demam batuk pilek sakit mata tapi sudah bawa puskesmas belum ubah dokter tapi binggung biasa anak sakit beli obat sirup selalu cocok tapi sekarang ini anak sakit bisa nyusu buang air kecil lancar apa solusi bagus dokter lee,-1
tuju banget indonesia paling hebo ada kerja mungkin,0
heran dengan orang tua sekarang anak sakit dikit saja langsung buru kasih obat sakit batuk obat sakit flu obat demam juga obat anak sakit ringan itu enggak perlu obat cukup istirahat tenang pikir tuju saat dewasa imunitas dalam posisi baik untuk tangkal sgala virus yang masuk obat hanya mredakan sementara hanya lemah imun belum lagi sgala efek samping,-1
ramah banget dok,1
wah dok obat sirup dry sirup yang anak pernah konsumsi waktu sakit kalau semua sita tapi belum nilai yang akurat apa obat cadang yang bisa ganti semoga anak dan anak indonesia semua beri sehat bingung dengan kondisi obat an yang sedang tidak baik saat,1
dari richard lee mau tanya suplemen merek vitabumin aman,0
sebagai ibu dari orang awamm tidak semata dari mnum obt fktr juga,0
kalau kayak gini dok lama jindan indak fren laku keras dok dukun rajalela,-1
malam dok apa sudah boleh kan minum sirup paracetamol,0
pacdin sirup baru minggu yang lalu minum anak dok semoga tetap sehat ginjal,1
beli sanmol di kasih sama apotek,0
bisa hancur pabrik obat sirup indonesia,-1
negara mah cuma ikutn tanpa fakta yang aneh memang negara,-1
anak bengkak semua dok sudah hari icu bagaimana solusi,1
the power of money,0
bpom di audit,0
terima kasih bny dok,1
hai dokter mau tanya vitamin curcumaplus bisa dikomsumsi untuk anak,0
jadi karena anak suka konsumsi minum kakak perempuan kemas,1
dokter gagal paham orang awam,-1
terima kasih dokter sehat selalu turut kok alih isu bahkan dok,1
perintah tuju nya baik anak jenis donsindrom kata anak jenis rentan gampang serang alhamdulillah anak minum obat sirup tidak kenatuh,1
tetap semangat dok tetap edukasi ilmu sehat kami utama ibu,1
judul salah dok harusnya bikin gagal ginjal kalo buat arti,0
anak umr tahu sekarang demam bingung banget mau pakai obt apa jadi aku kasih kontrksin tablet belum turun pns nya biasa minum obt proris langsung cocok lagi isu begini jadi bingung,-1
sudah bahas beginian saja dok jangan undang undang orang enggak jelas turut ku gini saja edukasi,-1
terima kasih saudara laki-laki jadi tahu apa yang aneh negara,0
awal tahu jadi aku heran bagaimana cara kerja bpom seperti latah tiap jadi baru main henti apa tiap produksi yang edar enggak periksa dulu tugas bpom produk apa edar periksa dulu jangan main ijin edar,-1
terimakasih dokter tuhan yeses dalam tugas layan,1
kalau paratusin sirup bahaya enggak iya dok,0
terima kasih dari lee jadi tenang semoga selalu beri edukasi,1
anak ku kalo sakit demam aku kasih obat herbal pakai daun kapuk daun rangdu alhamdulillah panas nya turun kompres di minum air nya jadi enggak perlu bantu obat,1
dari ricard memang pintar ganteng terima kasih deh yang sangat manfaat masyarakat indonesia semoga apa dari selalu sehat barokallah,1
yang heboh sebenarnya media sih,-1
pantesan enggak jual lagi obat batuk ban nyata susah mencari nya pas kena batuk sampai tenggorok bengkak kalau enggak ada obat batuk jadi minum apa kalau ban semua minum obat sakit kepala begitu,-1
hufagrib babycough paling familiar lumayan mnjur juga pusing dunia ibu kalo menyimak berita tv dari covid hepatitis sekarang gagal ginjal,-1
bpom,0
orang tua menyalahkan obat obat obat atas gagal ginjal meski aku skeptis sih yakali anak dicekokin obat terus bahkan jamu yang sehat saja enggak baik kalau lebih mereka tidak batas anak makan makan sampah tinggi natrium msg enggak perlu tutup mata telinga semua tahu kalau jajan kiri kanan sekolah tempat tinggal sudah banyak yang enggak sehat lagi anak malas minum air putih warga negara terlalu mudah kambing hitam sumpah deh syukur semua yang bisa pikir kritis kondisi desak tekan sekalipun jangan ikut latah,-1
gbu dok,1
kan dok jadi meminta foto kan he sama dok nanti aku kalau ketemu dari selfi juga dok hihihi,-1
satu bulan yang lalu ana aku kasih obat batuk uni bebi bagaimana dong aku enggak tahu kalau utu nyata bahaya,-1
hai dokter o on bayi arab kasih susu formula biasa disentri susu formula khusus produk arab coba kamu paham usus tiap negara ras beda fungsi pasti,1
sayah rasa enggak jadi masalah sih perintah siap din mungkin cegah lambat itu kan sementara kalou sudah surpai ulang mungkin kasih ijin edar lagih,1
kasus gambia buat india heboh indonesia,0
hadir menyimak dokter,0
bpom nya bobo dok,0
